municipio_codigo,nome_municipio,uf,semana_epidemiologica,temperatura_media_c,temperatura_max_c,umidade_relativa_pct,precipitacao_acumulada_mm,ndvi_medio,cobertura_agua_pct,altitude_media_m,populacao_exposta,densidade_demografica,indice_saneamento_pct,casos_semana_anterior,casos_por_100k,nivel_risco
MUN_001,São Paulo,SP,19,21.32,25.63,80.73,2.44,0.595,0.0,787.5,2259084,39.3,74.5,4186,185.31,Medio
MUN_001,São Paulo,SP,20,23.9,25.99,85.55,18.55,0.593,7.31,787.5,2259084,39.3,74.5,7257,321.26,Alto
MUN_001,São Paulo,SP,21,24.59,29.85,88.19,29.55,0.61,0.34,787.5,2259084,39.3,74.5,5055,223.79,Medio
MUN_001,São Paulo,SP,22,19.31,24.33,66.08,76.07,0.417,17.66,787.5,2259084,39.3,74.5,6442,285.17,Alto
MUN_001,São Paulo,SP,23,26.18,28.62,55.22,54.61,0.647,2.05,787.5,2259084,39.3,74.5,7314,323.76,Alto
MUN_001,São Paulo,SP,24,17.91,26.87,68.06,127.17,0.56,2.24,787.5,2259084,39.3,74.5,5824,257.82,Alto
MUN_001,São Paulo,SP,25,17.99,24.6,68.42,149.07,0.526,15.39,787.5,2259084,39.3,74.5,7011,310.36,Alto
MUN_001,São Paulo,SP,26,16.44,26.84,68.54,67.6,0.482,6.44,787.5,2259084,39.3,74.5,5390,238.63,Medio
MUN_001,São Paulo,SP,27,22.46,32.71,64.32,112.25,0.403,8.08,787.5,2259084,39.3,74.5,6247,276.57,Alto
MUN_001,São Paulo,SP,28,15.06,18.08,71.3,3.01,0.518,0.0,787.5,2259084,39.3,74.5,3007,133.15,Baixo
MUN_001,São Paulo,SP,29,16.75,24.07,75.98,52.07,0.344,8.95,787.5,2259084,39.3,74.5,4348,192.47,Medio
MUN_001,São Paulo,SP,30,21.28,31.64,64.08,15.25,0.49,0.03,787.5,2259084,39.3,74.5,3027,134.03,Baixo
MUN_001,São Paulo,SP,31,14.54,18.53,46.34,0.23,0.296,1.96,787.5,2259084,39.3,74.5,2987,132.23,Baixo
MUN_001,São Paulo,SP,32,17.48,26.95,49.27,32.07,0.165,4.14,787.5,2259084,39.3,74.5,3507,155.28,Baixo
MUN_001,São Paulo,SP,33,12.57,16.07,60.96,1.85,0.224,6.13,787.5,2259084,39.3,74.5,3907,172.99,Medio
MUN_001,São Paulo,SP,34,19.27,23.18,55.1,3.04,0.486,9.72,787.5,2259084,39.3,74.5,2748,121.67,Baixo
MUN_001,São Paulo,SP,35,19.96,26.64,74.09,0.94,0.134,0.0,787.5,2259084,39.3,74.5,3669,162.45,Medio
MUN_001,São Paulo,SP,36,20.49,23.14,46.21,21.79,0.603,0.73,787.5,2259084,39.3,74.5,3907,172.98,Medio
MUN_001,São Paulo,SP,37,12.32,21.79,66.01,21.65,0.398,4.78,787.5,2259084,39.3,74.5,5381,238.21,Medio
MUN_001,São Paulo,SP,38,15.79,25.28,66.25,11.05,0.28,2.16,787.5,2259084,39.3,74.5,3627,160.56,Medio
MUN_001,São Paulo,SP,39,19.53,25.84,65.21,0.06,0.323,1.18,787.5,2259084,39.3,74.5,2021,89.5,Baixo
MUN_001,São Paulo,SP,40,23.3,26.21,62.78,17.23,0.289,3.16,787.5,2259084,39.3,74.5,4093,181.22,Medio
MUN_001,São Paulo,SP,41,18.68,21.26,65.31,5.09,0.316,0.0,787.5,2259084,39.3,74.5,3038,134.49,Baixo
MUN_001,São Paulo,SP,42,19.35,21.56,53.16,0.21,0.488,1.18,787.5,2259084,39.3,74.5,3319,146.93,Baixo
MUN_001,São Paulo,SP,43,13.76,22.52,57.69,9.31,0.329,0.0,787.5,2259084,39.3,74.5,1882,83.32,Baixo
MUN_001,São Paulo,SP,44,17.28,27.3,45.09,7.24,0.117,0.0,787.5,2259084,39.3,74.5,2169,96.05,Baixo
MUN_001,São Paulo,SP,45,15.57,17.83,51.3,10.33,0.29,6.52,787.5,2259084,39.3,74.5,3154,139.65,Baixo
MUN_001,São Paulo,SP,46,19.67,26.99,67.9,0.76,0.324,4.21,787.5,2259084,39.3,74.5,3642,161.22,Medio
MUN_001,São Paulo,SP,47,19.37,25.03,50.15,2.55,0.315,0.0,787.5,2259084,39.3,74.5,3162,139.97,Baixo
MUN_001,São Paulo,SP,48,17.09,19.71,59.67,5.6,0.11,4.09,787.5,2259084,39.3,74.5,3901,172.69,Medio
MUN_001,São Paulo,SP,49,17.98,20.87,52.58,4.94,0.3,0.0,787.5,2259084,39.3,74.5,5189,229.7,Medio
MUN_001,São Paulo,SP,50,15.0,19.98,60.49,0.2,0.18,0.0,787.5,2259084,39.3,74.5,5529,244.77,Medio
MUN_002,Rio de Janeiro,RJ,1,28.56,30.83,72.02,17.18,0.517,4.19,67.2,1600006,22.2,70.6,3631,226.99,Medio
MUN_002,Rio de Janeiro,RJ,2,27.34,30.02,53.04,30.02,0.276,8.56,67.2,1600006,22.2,70.6,5057,316.07,Alto
MUN_002,Rio de Janeiro,RJ,3,21.38,30.79,53.71,4.81,0.176,0.0,67.2,1600006,22.2,70.6,3737,233.61,Medio
MUN_002,Rio de Janeiro,RJ,4,29.71,33.65,65.67,109.03,0.165,9.58,67.2,1600006,22.2,70.6,4009,250.61,Alto
MUN_002,Rio de Janeiro,RJ,5,23.73,33.11,40.72,38.61,0.11,0.0,67.2,1600006,22.2,70.6,2768,173.0,Medio
MUN_002,Rio de Janeiro,RJ,6,29.35,39.01,64.29,13.86,0.463,3.03,67.2,1600006,22.2,70.6,3352,209.53,Medio
MUN_002,Rio de Janeiro,RJ,7,24.31,32.39,72.24,67.36,0.438,4.04,67.2,1600006,22.2,70.6,2865,179.12,Medio
MUN_002,Rio de Janeiro,RJ,8,30.08,35.13,32.26,29.96,0.475,2.83,67.2,1600006,22.2,70.6,3310,206.92,Medio
MUN_002,Rio de Janeiro,RJ,9,26.57,36.81,75.87,26.71,0.208,3.37,67.2,1600006,22.2,70.6,3560,222.53,Medio
MUN_002,Rio de Janeiro,RJ,10,34.22,37.64,84.32,6.24,0.587,7.64,67.2,1600006,22.2,70.6,5591,349.44,Alto
MUN_002,Rio de Janeiro,RJ,11,33.26,37.01,78.07,6.93,0.515,0.0,67.2,1600006,22.2,70.6,4437,277.33,Alto
MUN_002,Rio de Janeiro,RJ,12,30.52,32.87,50.48,21.29,0.547,4.95,67.2,1600006,22.2,70.6,4360,272.51,Alto
MUN_002,Rio de Janeiro,RJ,13,38.06,41.25,75.89,2.17,0.435,4.33,67.2,1600006,22.2,70.6,4338,271.17,Alto
MUN_002,Rio de Janeiro,RJ,14,30.48,38.37,81.53,261.14,0.558,26.36,67.2,1600006,22.2,70.6,6861,428.86,Alto
MUN_002,Rio de Janeiro,RJ,15,35.3,39.13,94.85,93.35,0.479,8.37,67.2,1600006,22.2,70.6,7322,457.63,Alto
MUN_002,Rio de Janeiro,RJ,16,37.25,46.0,85.75,41.88,0.704,7.19,67.2,1600006,22.2,70.6,6510,406.89,Alto
MUN_002,Rio de Janeiro,RJ,17,31.14,37.77,81.63,0.47,0.427,0.0,67.2,1600006,22.2,70.6,4049,253.08,Alto
MUN_002,Rio de Janeiro,RJ,18,29.37,33.3,62.65,8.54,0.709,9.54,67.2,1600006,22.2,70.6,2065,129.07,Baixo
MUN_002,Rio de Janeiro,RJ,19,22.68,24.9,100.0,35.59,0.745,0.0,67.2,1600006,22.2,70.6,6106,381.67,Alto
MUN_002,Rio de Janeiro,RJ,20,33.23,43.35,89.79,1.15,0.531,3.43,67.2,1600006,22.2,70.6,4117,257.34,Alto
MUN_002,Rio de Janeiro,RJ,21,24.82,29.24,76.43,44.88,0.318,5.43,67.2,1600006,22.2,70.6,5263,328.98,Alto
MUN_002,Rio de Janeiro,RJ,22,26.81,30.35,73.54,62.55,0.752,7.01,67.2,1600006,22.2,70.6,4277,267.32,Alto
MUN_002,Rio de Janeiro,RJ,23,29.58,38.43,82.15,30.52,0.566,4.16,67.2,1600006,22.2,70.6,5964,372.78,Alto
MUN_002,Rio de Janeiro,RJ,24,26.51,33.7,64.64,52.3,0.453,7.88,67.2,1600006,22.2,70.6,4429,276.86,Alto
MUN_002,Rio de Janeiro,RJ,25,27.18,34.85,87.58,7.21,0.726,0.0,67.2,1600006,22.2,70.6,4467,279.23,Alto
MUN_002,Rio de Janeiro,RJ,26,26.73,28.93,67.61,61.95,0.246,5.66,67.2,1600006,22.2,70.6,4588,286.8,Alto
MUN_002,Rio de Janeiro,RJ,27,23.69,29.33,88.4,67.81,0.436,2.97,67.2,1600006,22.2,70.6,2798,174.92,Medio
MUN_002,Rio de Janeiro,RJ,28,23.54,27.47,51.59,7.62,0.276,1.44,67.2,1600006,22.2,70.6,2313,144.61,Baixo
MUN_002,Rio de Janeiro,RJ,29,25.79,32.32,73.25,7.42,0.417,10.46,67.2,1600006,22.2,70.6,3459,216.21,Medio
MUN_002,Rio de Janeiro,RJ,30,25.62,29.11,60.99,9.81,0.19,1.52,67.2,1600006,22.2,70.6,3942,246.38,Medio
MUN_002,Rio de Janeiro,RJ,31,27.48,37.36,67.92,3.0,0.309,4.62,67.2,1600006,22.2,70.6,4062,253.9,Alto
MUN_002,Rio de Janeiro,RJ,32,24.34,27.43,55.98,29.18,0.172,0.0,67.2,1600006,22.2,70.6,2808,175.54,Medio
MUN_002,Rio de Janeiro,RJ,33,17.24,22.61,66.6,8.35,0.4,1.84,67.2,1600006,22.2,70.6,2717,169.85,Medio
MUN_002,Rio de Janeiro,RJ,34,23.95,29.19,58.71,37.68,0.368,6.06,67.2,1600006,22.2,70.6,2573,160.84,Medio
MUN_002,Rio de Janeiro,RJ,35,25.54,30.48,48.32,54.46,0.273,4.98,67.2,1600006,22.2,70.6,5424,339.06,Alto
MUN_002,Rio de Janeiro,RJ,36,23.7,29.09,42.95,1.7,0.361,1.43,67.2,1600006,22.2,70.6,1132,70.79,Baixo
MUN_002,Rio de Janeiro,RJ,37,20.38,27.83,58.13,3.5,0.184,2.64,67.2,1600006,22.2,70.6,1314,82.18,Baixo
MUN_002,Rio de Janeiro,RJ,38,24.18,34.54,55.62,2.06,0.256,0.0,67.2,1600006,22.2,70.6,1935,120.99,Baixo
MUN_002,Rio de Janeiro,RJ,39,24.23,33.15,60.04,9.44,0.36,11.95,67.2,1600006,22.2,70.6,1929,120.61,Baixo
MUN_002,Rio de Janeiro,RJ,40,18.88,24.01,57.08,9.27,0.405,5.2,67.2,1600006,22.2,70.6,2041,127.62,Baixo
MUN_002,Rio de Janeiro,RJ,41,21.75,28.3,65.09,1.37,0.181,0.49,67.2,1600006,22.2,70.6,1624,101.52,Baixo
MUN_002,Rio de Janeiro,RJ,42,23.57,26.85,47.87,6.3,0.03,0.0,67.2,1600006,22.2,70.6,181,11.33,Baixo
MUN_002,Rio de Janeiro,RJ,43,21.32,29.17,73.52,5.26,0.289,5.33,67.2,1600006,22.2,70.6,3813,238.36,Medio
MUN_002,Rio de Janeiro,RJ,44,28.22,30.79,80.3,5.59,0.311,9.02,67.2,1600006,22.2,70.6,3040,190.05,Medio
MUN_002,Rio de Janeiro,RJ,45,22.39,25.0,62.4,0.23,0.204,6.47,67.2,1600006,22.2,70.6,1216,76.05,Baixo
MUN_002,Rio de Janeiro,RJ,46,20.0,23.48,66.98,1.55,0.206,4.67,67.2,1600006,22.2,70.6,3022,188.89,Medio
MUN_002,Rio de Janeiro,RJ,47,22.53,29.76,56.74,21.92,0.23,2.18,67.2,1600006,22.2,70.6,4975,310.94,Alto
MUN_002,Rio de Janeiro,RJ,48,25.55,28.64,73.94,7.75,0.229,0.0,67.2,1600006,22.2,70.6,1071,66.96,Baixo
MUN_002,Rio de Janeiro,RJ,49,22.89,32.43,56.4,9.95,0.336,2.8,67.2,1600006,22.2,70.6,2517,157.32,Medio
MUN_002,Rio de Janeiro,RJ,50,25.38,33.98,69.55,8.58,0.339,1.67,67.2,1600006,22.2,70.6,2886,180.39,Medio
MUN_003,Salvador,BA,1,23.36,32.51,40.6,15.9,0.329,13.65,148.5,359365,22.0,69.7,316,87.97,Baixo
MUN_003,Salvador,BA,2,24.41,32.88,71.7,1.92,0.275,0.0,148.5,359365,22.0,69.7,388,108.16,Baixo
MUN_003,Salvador,BA,3,25.78,29.38,78.8,6.67,0.284,1.32,148.5,359365,22.0,69.7,480,133.76,Baixo
MUN_003,Salvador,BA,4,18.18,21.45,45.62,5.98,0.507,0.08,148.5,359365,22.0,69.7,470,130.83,Baixo
MUN_003,Salvador,BA,5,30.11,32.14,52.65,17.15,0.268,13.34,148.5,359365,22.0,69.7,545,151.77,Baixo
MUN_003,Salvador,BA,6,31.69,38.82,89.31,46.69,0.46,1.7,148.5,359365,22.0,69.7,644,179.48,Medio
MUN_003,Salvador,BA,7,30.0,38.02,58.65,63.45,0.262,3.72,148.5,359365,22.0,69.7,385,107.4,Baixo
MUN_003,Salvador,BA,8,28.66,36.91,51.54,300.0,0.307,27.26,148.5,359365,22.0,69.7,1167,324.88,Alto
MUN_003,Salvador,BA,9,31.82,37.08,67.41,53.37,0.4,0.0,148.5,359365,22.0,69.7,725,201.78,Medio
MUN_003,Salvador,BA,10,32.18,41.34,70.73,17.93,0.345,0.0,148.5,359365,22.0,69.7,910,253.49,Alto
MUN_003,Salvador,BA,11,32.4,35.75,85.09,39.74,0.602,9.71,148.5,359365,22.0,69.7,888,247.23,Medio
MUN_003,Salvador,BA,12,31.08,35.2,73.59,31.91,0.71,2.82,148.5,359365,22.0,69.7,703,195.75,Medio
MUN_003,Salvador,BA,13,30.7,36.19,63.01,51.29,0.556,7.07,148.5,359365,22.0,69.7,547,152.3,Baixo
MUN_003,Salvador,BA,14,26.85,33.66,86.07,82.97,0.368,11.32,148.5,359365,22.0,69.7,718,200.02,Medio
MUN_003,Salvador,BA,15,34.59,37.57,100.0,220.8,0.593,13.38,148.5,359365,22.0,69.7,1076,299.62,Alto
MUN_003,Salvador,BA,16,26.77,36.81,79.1,206.54,0.294,8.73,148.5,359365,22.0,69.7,1250,347.86,Alto
MUN_003,Salvador,BA,17,36.15,42.05,80.74,6.5,0.502,0.0,148.5,359365,22.0,69.7,837,233.14,Medio
MUN_003,Salvador,BA,18,26.14,35.6,81.09,274.56,0.543,11.07,148.5,359365,22.0,69.7,1196,332.82,Alto
MUN_003,Salvador,BA,19,27.62,35.2,79.35,133.88,0.585,3.32,148.5,359365,22.0,69.7,1236,344.19,Alto
MUN_003,Salvador,BA,20,34.9,40.27,85.68,221.98,0.62,11.37,148.5,359365,22.0,69.7,1412,393.11,Alto
MUN_003,Salvador,BA,21,29.41,39.77,83.99,8.32,0.433,3.7,148.5,359365,22.0,69.7,988,275.18,Alto
MUN_003,Salvador,BA,22,30.51,36.8,79.6,240.84,0.403,17.59,148.5,359365,22.0,69.7,1124,312.97,Alto
MUN_003,Salvador,BA,23,29.36,35.84,71.5,131.4,0.533,7.89,148.5,359365,22.0,69.7,1235,343.81,Alto
MUN_003,Salvador,BA,24,34.89,39.56,77.82,56.36,0.231,1.34,148.5,359365,22.0,69.7,1225,340.89,Alto
MUN_003,Salvador,BA,25,29.71,38.73,60.44,4.29,0.412,0.0,148.5,359365,22.0,69.7,1063,295.84,Alto
MUN_003,Salvador,BA,26,21.66,30.81,85.46,48.05,0.322,5.31,148.5,359365,22.0,69.7,718,199.97,Medio
MUN_003,Salvador,BA,27,24.69,33.8,73.91,15.23,0.414,10.88,148.5,359365,22.0,69.7,300,83.53,Baixo
MUN_003,Salvador,BA,28,28.77,38.75,47.67,82.02,0.443,11.24,148.5,359365,22.0,69.7,851,237.07,Medio
MUN_003,Salvador,BA,29,20.84,26.64,64.36,18.47,0.073,5.14,148.5,359365,22.0,69.7,436,121.33,Baixo
MUN_003,Salvador,BA,30,22.48,31.78,65.48,5.82,0.389,4.29,148.5,359365,22.0,69.7,431,120.2,Baixo
MUN_003,Salvador,BA,31,25.57,28.53,54.98,14.63,0.273,0.12,148.5,359365,22.0,69.7,418,116.39,Baixo
MUN_003,Salvador,BA,32,17.64,22.19,70.13,7.65,0.414,9.4,148.5,359365,22.0,69.7,397,110.66,Baixo
MUN_003,Salvador,BA,33,23.55,34.01,53.93,22.8,0.189,3.01,148.5,359365,22.0,69.7,725,202.0,Medio
MUN_003,Salvador,BA,34,25.54,31.2,94.94,4.06,0.361,7.51,148.5,359365,22.0,69.7,758,211.19,Medio
MUN_003,Salvador,BA,35,27.53,35.5,82.74,3.16,0.27,0.0,148.5,359365,22.0,69.7,1105,307.74,Alto
MUN_003,Salvador,BA,36,28.43,34.73,67.94,5.95,0.211,0.0,148.5,359365,22.0,69.7,455,126.82,Baixo
MUN_003,Salvador,BA,37,22.49,26.16,33.12,8.16,0.31,0.0,148.5,359365,22.0,69.7,243,67.64,Baixo
MUN_003,Salvador,BA,38,24.94,29.43,95.5,27.28,0.326,0.0,148.5,359365,22.0,69.7,437,121.81,Baixo
MUN_003,Salvador,BA,39,23.19,31.16,73.99,33.12,0.215,0.0,148.5,359365,22.0,69.7,61,17.03,Baixo
MUN_003,Salvador,BA,40,25.96,30.59,79.91,30.24,0.242,3.2,148.5,359365,22.0,69.7,924,257.15,Alto
MUN_003,Salvador,BA,41,20.34,25.48,31.28,1.35,0.284,1.28,148.5,359365,22.0,69.7,374,104.18,Baixo
MUN_003,Salvador,BA,42,27.55,32.63,75.04,4.62,0.385,2.48,148.5,359365,22.0,69.7,789,219.64,Medio
MUN_003,Salvador,BA,43,23.46,26.67,50.32,0.12,0.285,0.0,148.5,359365,22.0,69.7,288,80.32,Baixo
MUN_003,Salvador,BA,44,16.4,24.6,69.52,16.89,0.222,9.67,148.5,359365,22.0,69.7,199,55.49,Baixo
MUN_003,Salvador,BA,45,22.33,31.12,78.63,27.91,0.284,6.18,148.5,359365,22.0,69.7,452,125.96,Baixo
MUN_003,Salvador,BA,46,28.81,36.66,70.13,3.36,0.167,0.0,148.5,359365,22.0,69.7,511,142.21,Baixo
MUN_003,Salvador,BA,47,23.43,30.84,57.9,2.47,0.098,0.0,148.5,359365,22.0,69.7,726,202.07,Medio
MUN_003,Salvador,BA,48,29.88,33.07,53.99,3.56,0.366,1.34,148.5,359365,22.0,69.7,429,119.42,Baixo
MUN_003,Salvador,BA,49,19.41,21.61,55.3,15.47,0.367,0.7,148.5,359365,22.0,69.7,491,136.68,Baixo
MUN_003,Salvador,BA,50,17.87,22.76,40.68,5.46,0.508,11.89,148.5,359365,22.0,69.7,535,149.12,Baixo
MUN_004,Fortaleza,CE,1,22.09,24.58,51.93,2.86,0.307,3.32,30.1,133355,39.3,69.8,24,18.61,Baixo
MUN_004,Fortaleza,CE,2,32.11,38.27,48.05,7.37,0.335,5.49,30.1,133355,39.3,69.8,293,219.92,Medio
MUN_004,Fortaleza,CE,3,23.22,29.26,58.62,4.99,0.332,9.26,30.1,133355,39.3,69.8,128,96.3,Baixo
MUN_004,Fortaleza,CE,4,27.03,37.05,55.2,1.42,0.298,2.74,30.1,133355,39.3,69.8,147,110.51,Baixo
MUN_004,Fortaleza,CE,5,22.64,31.12,53.91,8.39,0.66,1.27,30.1,133355,39.3,69.8,178,133.53,Baixo
MUN_004,Fortaleza,CE,6,28.71,32.41,65.95,3.99,0.507,0.84,30.1,133355,39.3,69.8,172,129.49,Baixo
MUN_004,Fortaleza,CE,7,29.98,32.14,69.62,25.16,0.514,8.01,30.1,133355,39.3,69.8,124,93.56,Baixo
MUN_004,Fortaleza,CE,8,26.37,30.16,80.51,54.95,0.366,8.25,30.1,133355,39.3,69.8,243,182.85,Medio
MUN_004,Fortaleza,CE,9,32.2,39.8,81.17,92.53,0.367,7.61,30.1,133355,39.3,69.8,238,179.0,Medio
MUN_004,Fortaleza,CE,10,27.79,32.75,71.38,8.23,0.489,4.7,30.1,133355,39.3,69.8,122,91.52,Baixo
MUN_004,Fortaleza,CE,11,33.14,35.57,87.16,3.87,0.39,0.0,30.1,133355,39.3,69.8,221,166.14,Medio
MUN_004,Fortaleza,CE,12,34.34,39.07,73.94,27.78,0.54,3.39,30.1,133355,39.3,69.8,173,130.24,Baixo
MUN_004,Fortaleza,CE,13,21.36,28.34,80.1,33.49,0.415,6.77,30.1,133355,39.3,69.8,235,176.79,Medio
MUN_004,Fortaleza,CE,14,36.04,39.25,100.0,76.87,0.342,5.51,30.1,133355,39.3,69.8,283,212.68,Medio
MUN_004,Fortaleza,CE,15,29.74,31.74,93.99,25.04,0.686,0.0,30.1,133355,39.3,69.8,195,146.25,Baixo
MUN_004,Fortaleza,CE,16,28.08,37.24,69.2,36.47,0.559,8.12,30.1,133355,39.3,69.8,235,176.31,Medio
MUN_004,Fortaleza,CE,17,33.78,39.98,72.42,41.51,0.643,0.75,30.1,133355,39.3,69.8,284,213.36,Medio
MUN_004,Fortaleza,CE,18,33.1,37.63,82.42,10.74,0.525,2.85,30.1,133355,39.3,69.8,249,187.4,Medio
MUN_004,Fortaleza,CE,19,27.56,31.34,49.57,28.14,0.72,2.41,30.1,133355,39.3,69.8,181,136.4,Baixo
MUN_004,Fortaleza,CE,20,35.97,39.8,77.72,88.2,0.473,4.83,30.1,133355,39.3,69.8,426,319.46,Alto
MUN_004,Fortaleza,CE,21,27.77,35.83,99.06,21.2,0.443,0.0,30.1,133355,39.3,69.8,155,116.95,Baixo
MUN_004,Fortaleza,CE,22,30.63,36.82,63.53,33.35,0.521,3.63,30.1,133355,39.3,69.8,225,169.41,Medio
MUN_004,Fortaleza,CE,23,26.7,35.28,89.46,87.15,0.481,7.54,30.1,133355,39.3,69.8,311,233.79,Medio
MUN_004,Fortaleza,CE,24,25.82,27.83,54.18,21.56,0.566,6.04,30.1,133355,39.3,69.8,17,13.0,Baixo
MUN_004,Fortaleza,CE,25,29.03,37.38,50.0,14.7,0.524,2.69,30.1,133355,39.3,69.8,66,50.1,Baixo
MUN_004,Fortaleza,CE,26,27.25,34.54,65.16,64.75,0.469,3.63,30.1,133355,39.3,69.8,154,115.83,Baixo
MUN_004,Fortaleza,CE,27,24.85,34.65,50.74,10.62,0.439,4.74,30.1,133355,39.3,69.8,46,34.65,Baixo
MUN_004,Fortaleza,CE,28,21.14,27.4,67.19,14.59,0.468,0.0,30.1,133355,39.3,69.8,146,110.15,Baixo
MUN_004,Fortaleza,CE,29,20.83,23.25,58.94,48.6,0.387,5.75,30.1,133355,39.3,69.8,131,98.78,Baixo
MUN_004,Fortaleza,CE,30,31.93,34.55,42.28,13.83,0.366,0.0,30.1,133355,39.3,69.8,170,127.95,Baixo
MUN_004,Fortaleza,CE,31,22.6,28.65,66.34,8.33,0.467,7.19,30.1,133355,39.3,69.8,88,66.28,Baixo
MUN_004,Fortaleza,CE,32,23.75,25.83,59.99,6.02,0.375,0.0,30.1,133355,39.3,69.8,0,0.0,Baixo
MUN_004,Fortaleza,CE,33,23.2,28.84,63.46,0.27,0.204,2.15,30.1,133355,39.3,69.8,0,0.0,Baixo
MUN_004,Fortaleza,CE,34,22.58,27.92,77.18,19.02,0.312,4.72,30.1,133355,39.3,69.8,139,104.56,Baixo
MUN_004,Fortaleza,CE,35,17.95,25.53,71.6,1.65,0.117,0.6,30.1,133355,39.3,69.8,29,22.15,Baixo
MUN_004,Fortaleza,CE,36,25.22,30.93,67.6,8.13,0.203,5.41,30.1,133355,39.3,69.8,120,90.48,Baixo
MUN_004,Fortaleza,CE,37,24.19,32.82,71.98,5.93,0.349,0.0,30.1,133355,39.3,69.8,22,16.88,Baixo
MUN_004,Fortaleza,CE,38,15.73,24.62,62.59,13.47,0.424,5.41,30.1,133355,39.3,69.8,24,18.06,Baixo
MUN_004,Fortaleza,CE,39,18.62,24.23,64.16,0.2,0.383,0.0,30.1,133355,39.3,69.8,0,0.0,Baixo
MUN_004,Fortaleza,CE,40,27.23,35.54,45.07,15.84,0.173,0.0,30.1,133355,39.3,69.8,142,106.63,Baixo
MUN_004,Fortaleza,CE,41,27.59,36.45,56.73,49.63,0.475,0.0,30.1,133355,39.3,69.8,136,102.31,Baixo
MUN_004,Fortaleza,CE,42,21.94,30.58,66.79,12.19,0.109,4.63,30.1,133355,39.3,69.8,157,118.29,Baixo
MUN_004,Fortaleza,CE,43,31.83,36.97,100.0,34.06,0.43,7.81,30.1,133355,39.3,69.8,297,222.82,Medio
MUN_004,Fortaleza,CE,44,27.18,31.51,65.48,9.92,0.144,0.0,30.1,133355,39.3,69.8,252,189.51,Medio
MUN_004,Fortaleza,CE,45,24.83,30.06,68.69,2.17,0.215,7.28,30.1,133355,39.3,69.8,115,86.83,Baixo
MUN_004,Fortaleza,CE,46,27.97,34.61,67.48,15.48,0.518,2.66,30.1,133355,39.3,69.8,143,107.96,Baixo
MUN_004,Fortaleza,CE,47,17.31,20.43,74.26,11.3,0.166,0.0,30.1,133355,39.3,69.8,113,84.8,Baixo
MUN_004,Fortaleza,CE,48,27.24,34.1,42.24,24.01,0.308,0.0,30.1,133355,39.3,69.8,0,0.0,Baixo
MUN_004,Fortaleza,CE,49,19.52,27.75,74.46,2.44,0.216,4.99,30.1,133355,39.3,69.8,129,97.01,Baixo
